model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 RAV4,2017,21766,Automatic,15507,Hybrid,20,57.6,2.5
 RAV4,2015,12232,Manual,46000,Diesel,150,53.0,2.0
 RAV4,2018,25991,Automatic,13000,Hybrid,140,55.4,2.5
 RAV4,2017,21322,Automatic,19849,Hybrid,20,57.6,2.5
 RAV4,2016,21192,Automatic,24281,Hybrid,20,55.4,2.5
 RAV4,2019,32860,Automatic,4271,Hybrid,135,49.6,2.5
 RAV4,2016,20791,Automatic,35046,Hybrid,20,55.4,2.5
 RAV4,2019,33892,Automatic,7735,Hybrid,135,49.6,2.5
 RAV4,2017,22362,Automatic,7408,Hybrid,20,57.6,2.5
 RAV4,2016,20000,Automatic,13322,Hybrid,20,57.6,2.5
 RAV4,2016,23691,Automatic,13281,Hybrid,20,55.4,2.5
 RAV4,2017,15200,Manual,47026,Diesel,125,60.1,2.0
 RAV4,2017,17995,Automatic,35509,Petrol,205,43.5,2.0
 RAV4,2016,19991,Automatic,25252,Hybrid,20,57.6,2.5
 RAV4,2017,21323,Automatic,19986,Hybrid,20,57.6,2.5
 RAV4,2017,20182,Automatic,25714,Petrol,145,43.5,2.0
 RAV4,2013,10191,Manual,54115,Diesel,160,49.6,2.2
 RAV4,2017,14897,Manual,37100,Diesel,150,60.1,2.0
 RAV4,2016,19599,Automatic,45950,Hybrid,20,55.4,2.5
 RAV4,2015,14999,Automatic,33481,Diesel,260,42.2,2.2
 Yaris,2017,13290,Automatic,14108,Hybrid,0,78.0,1.5
 Yaris,2017,11490,Automatic,49731,Hybrid,0,78.0,1.5
 Yaris,2016,12990,Automatic,9612,Hybrid,0,78.0,1.5
 Yaris,2019,13495,Manual,1069,Petrol,145,47.9,1.5
 Yaris,2017,12790,Automatic,31783,Hybrid,0,78.0,1.5
 Yaris,2017,9790,Manual,19957,Petrol,145,55.0,1.3
 Yaris,2018,11790,Manual,14678,Petrol,150,58.9,1.5
 Yaris,2019,12690,Manual,9,Petrol,145,47.1,1.5
 Yaris,2017,8995,Manual,22148,Petrol,30,58.0,1.3
 Yaris,2016,11490,Automatic,18525,Hybrid,0,86.0,1.5
 Yaris,2019,12690,Manual,9,Petrol,150,47.9,1.5
 Yaris,2019,11995,Manual,12222,Petrol,145,47.9,1.5
 Yaris,2019,11995,Manual,11107,Petrol,145,47.9,1.5
 Yaris,2018,10290,Manual,35768,Petrol,150,47.1,1.5
 Yaris,2015,7990,Manual,32621,Petrol,30,55.0,1.3
 Yaris,2015,11990,Automatic,36059,Hybrid,0,78.0,1.5
 Yaris,2019,11995,Manual,10105,Petrol,145,47.9,1.5
 Yaris,2019,13995,Manual,5693,Petrol,145,47.9,1.5
 Yaris,2018,11295,Manual,5973,Petrol,145,58.9,1.5
 Yaris,2019,13690,Automatic,3180,Petrol,145,47.9,1.5
 Yaris,2018,10490,Manual,9363,Petrol,145,58.9,1.5
 Yaris,2018,11295,Manual,14249,Petrol,145,58.9,1.5
 Yaris,2018,9995,Manual,16300,Petrol,145,58.9,1.5
 Yaris,2019,11995,Manual,10596,Petrol,145,47.9,1.5
 Yaris,2018,10995,Manual,12006,Petrol,145,58.9,1.5
 Yaris,2019,11990,Manual,9119,Petrol,145,47.9,1.5
 Yaris,2017,9995,Manual,20860,Petrol,145,55.0,1.3
 Yaris,2015,10495,Automatic,43621,Hybrid,0,86.0,1.5
 Yaris,2014,10695,Automatic,28783,Hybrid,0,80.7,1.5
 Yaris,2017,11995,Automatic,23068,Hybrid,135,76.3,1.5
 Yaris,2018,10895,Manual,14970,Petrol,145,56.5,1.5
 Yaris,2018,10995,Manual,13839,Petrol,145,56.5,1.5
 Yaris,2019,11990,Manual,9032,Petrol,145,47.9,1.5
 Yaris,2017,10995,Manual,12418,Petrol,145,56.5,1.5
 Yaris,2017,10391,Automatic,30107,Petrol,30,58.0,1.3
 Yaris,2019,11990,Manual,8865,Petrol,145,47.9,1.5
 Yaris,2019,13490,Manual,4835,Petrol,145,47.9,1.5
 Yaris,2019,13495,Automatic,5176,Petrol,145,47.9,1.5
 Yaris,2019,13995,Manual,5548,Petrol,145,47.9,1.5
 Yaris,2018,10995,Manual,9314,Petrol,150,56.5,1.5
 Yaris,2017,9995,Manual,11880,Petrol,145,58.9,1.5
 Yaris,2019,12790,Manual,3391,Petrol,145,47.9,1.5
 Yaris,2016,7490,Manual,46722,Petrol,0,66.0,1.0
 Yaris,2018,14290,Manual,5644,Hybrid,140,67.3,1.5
 Yaris,2018,8995,Manual,29694,Petrol,150,58.9,1.5
 Yaris,2017,8998,Manual,16823,Petrol,145,58.9,1.5
 Yaris,2018,8498,Manual,32081,Petrol,145,58.9,1.5
 Yaris,2014,6498,Manual,33289,Petrol,125,52.3,1.3
 Yaris,2015,10490,Automatic,29852,Hybrid,0,78.0,1.5
 Yaris,2019,12495,Manual,6285,Petrol,145,47.9,1.5
 Yaris,2017,7850,Manual,35586,Petrol,30,58.0,1.3
 Yaris,2016,11290,Automatic,28110,Hybrid,0,86.0,1.5
 Yaris,2017,10970,Automatic,3417,Petrol,30,58.0,1.3
 Yaris,2019,12985,Automatic,7106,Hybrid,135,76.3,1.5
 Yaris,2015,9898,Automatic,43335,Hybrid,0,78.0,1.5
 Yaris,2015,11395,Automatic,27483,Hybrid,0,78.0,1.5
 Yaris,2016,8999,Manual,25826,Petrol,30,55.0,1.3
 Yaris,2014,10495,Automatic,29090,Hybrid,0,76.3,1.5
 Yaris,2018,12995,Automatic,2764,Petrol,150,60.1,1.5
 Yaris,2019,11990,Manual,12314,Petrol,145,47.9,1.5
 Yaris,2019,11990,Manual,11500,Petrol,145,47.9,1.5
 Yaris,2019,11990,Manual,1983,Petrol,145,47.9,1.5
 Yaris,2018,12895,Automatic,25371,Hybrid,135,76.3,1.5
 Yaris,2016,11995,Automatic,35882,Hybrid,0,78.0,1.5
 Yaris,2015,12600,Automatic,10788,Hybrid,0,78.0,1.5
 Yaris,2018,13995,Automatic,28558,Hybrid,135,67.3,1.5
 Yaris,2015,7495,Manual,30252,Petrol,30,58.0,1.3
 Yaris,2018,11995,Manual,10993,Petrol,145,56.5,1.5
 Yaris,2016,11990,Automatic,7797,Hybrid,0,86.0,1.5
 Yaris,2017,13495,Automatic,8950,Hybrid,0,78.0,1.5
 Yaris,2016,11295,Automatic,34465,Hybrid,0,78.0,1.5
 Yaris,2012,6995,Manual,28900,Petrol,125,52.3,1.3
 Yaris,2016,10490,Automatic,9989,Petrol,30,58.0,1.3
 Yaris,2017,10790,Manual,9851,Petrol,30,55.0,1.3
 Yaris,2015,10795,Automatic,29055,Hybrid,0,78.0,1.5
 Yaris,2016,9700,Manual,20788,Petrol,30,55.0,1.3
 Yaris,2017,9500,Manual,29399,Petrol,145,58.9,1.5
 Yaris,2017,8700,Manual,16040,Petrol,0,66.0,1.0
 Yaris,2016,12300,Manual,6148,Hybrid,0,86.0,0.0
 Yaris,2014,8973,Automatic,52682,Hybrid,0,78.0,1.5
 Yaris,2012,4495,Manual,51000,Petrol,125,52.3,1.3
 Yaris,2015,8500,Manual,23506,Petrol,30,55.0,1.3
 Yaris,2016,12300,Automatic,16751,Other,0,78.0,1.5
 Yaris,2016,9500,Manual,13641,Petrol,30,55.0,1.3
 Yaris,2019,13995,Manual,4492,Petrol,145,47.9,1.5
 Yaris,2017,8200,Manual,25148,Petrol,30,58.0,1.3
 Yaris,2015,7400,Manual,23487,Petrol,30,58.0,1.3
 Yaris,2017,10995,Manual,5708,Petrol,30,55.0,1.3
 Yaris,2016,11000,Automatic,39909,Hybrid,0,86.0,0.0
 Yaris,2018,8985,Manual,42658,Petrol,145,58.9,1.5
 Yaris,2017,9985,Manual,20103,Petrol,30,55.0,1.3
 Yaris,2018,9300,Manual,11554,Petrol,145,48.7,1.0
 Yaris,2017,9000,Manual,20883,Petrol,145,58.9,1.5
 Yaris,2016,8890,Manual,14258,Petrol,30,58.0,1.3
 Yaris,2016,8985,Manual,29395,Petrol,30,55.0,1.3
 Yaris,2017,9725,Automatic,34873,Petrol,145,60.1,1.5
 Yaris,2018,8800,Manual,37729,Petrol,145,58.9,1.5
 Yaris,2013,6800,Manual,33323,Petrol,125,51.4,1.3
 Yaris,2015,7000,Manual,7144,Petrol,0,66.0,1.0
 Yaris,2018,9985,Manual,18615,Petrol,145,58.9,1.5
 Yaris,2018,10485,Manual,29479,Petrol,145,56.5,1.5
 Yaris,2018,13485,Automatic,20213,Hybrid,135,76.3,1.5
 Yaris,2018,10985,Manual,11898,Petrol,145,58.9,1.5
 Yaris,2019,14461,Manual,2203,Petrol,145,47.9,1.5
 Yaris,2019,9485,Manual,5031,Petrol,145,49.6,1.0
 Yaris,2020,15885,Manual,261,Petrol,145,47.9,1.5
 Yaris,2020,15885,Manual,192,Petrol,145,47.9,1.5
 Yaris,2015,8300,Manual,34928,Petrol,30,55.0,1.3
 Yaris,2020,15885,Manual,211,Petrol,145,47.9,1.5
 Yaris,2020,15885,Manual,413,Petrol,145,47.9,1.5
 Yaris,2017,10485,Manual,15052,Petrol,145,56.5,1.5
 Yaris,2017,9985,Manual,14230,Petrol,30,55.0,1.3
 Yaris,2017,10985,Manual,6659,Petrol,145,56.5,1.5
 Yaris,2017,9800,Manual,22305,Petrol,30,55.0,1.3
 Yaris,2018,11800,Manual,5541,Petrol,145,47.1,1.5
 Yaris,2017,8975,Manual,12428,Petrol,30,58.0,1.3
 Yaris,2017,10275,Manual,15289,Petrol,145,58.9,1.5
 Yaris,2019,13975,Semi-Auto,2442,Petrol,150,47.9,1.5
 Yaris,2013,8975,Automatic,35289,Hybrid,0,80.7,1.5
 Yaris,2015,9275,Automatic,56032,Hybrid,0,86.0,1.5
 Yaris,2017,9475,Manual,36087,Petrol,145,58.9,1.5
 Yaris,2019,13961,Manual,4546,Petrol,145,47.9,1.5
 Yaris,2008,3975,Manual,23912,Petrol,160,47.1,1.3
 Yaris,2013,6675,Manual,45763,Petrol,125,51.4,1.3
 Yaris,2017,14995,Automatic,12038,Hybrid,140,67.3,1.5
 Yaris,2016,7975,Manual,41993,Petrol,30,55.0,1.3
 Yaris,2017,12675,Automatic,26264,Hybrid,0,78.0,1.5
 Yaris,2016,10975,Automatic,44552,Hybrid,0,78.0,1.5
 Yaris,2016,7975,Manual,43325,Petrol,30,55.0,1.3
 Yaris,2017,12475,Automatic,22775,Hybrid,0,86.0,1.5
 Yaris,2016,11975,Automatic,23330,Hybrid,0,78.0,1.5
 Yaris,2017,9975,Manual,36106,Petrol,30,55.0,1.3
 Yaris,2019,11675,Manual,18171,Petrol,150,47.9,1.5
 Yaris,2014,8975,Automatic,65044,Hybrid,0,76.3,1.5
 Yaris,2018,11475,Automatic,21968,Petrol,145,47.1,1.5
 Yaris,2005,2495,Manual,87263,Petrol,145,50.4,1.3
 Yaris,2017,8975,Manual,32498,Petrol,145,58.9,1.5
 Yaris,2016,13975,Automatic,19973,Hybrid,0,78.0,1.5
 Yaris,2014,5975,Manual,60254,Petrol,125,52.3,1.3
 Yaris,2016,12675,Automatic,18432,Hybrid,0,86.0,1.5
 Yaris,2014,5499,Manual,66575,Petrol,125,52.3,1.3
 Yaris,2019,11975,Manual,7925,Petrol,145,47.9,1.5
 Yaris,2016,13675,Automatic,14997,Hybrid,0,78.0,1.5
 Yaris,2016,9475,Manual,21573,Petrol,30,55.0,1.3
 Yaris,2016,7804,Manual,30500,Petrol,30,58.0,1.3
 Yaris,2016,6080,Manual,48677,Petrol,0,66.0,1.0
 Yaris,2017,11578,Manual,5343,Petrol,145,56.5,1.5
 Yaris,2015,7999,Automatic,26601,Petrol,30,58.0,1.3
 Yaris,2019,11485,Manual,11200,Petrol,145,58.9,1.5
 Yaris,2013,2470,Manual,66000,Petrol,125,58.9,1.3
 Yaris,2009,3995,Manual,61000,Petrol,30,55.4,1.3
 Yaris,2000,2695,Automatic,21000,Petrol,160,42.9,1.3
 Yaris,2012,4690,Automatic,24000,Petrol,125,53.3,1.3
 Yaris,2019,12499,Manual,4222,Petrol,145,47.9,1.5
 Yaris,2019,15999,Automatic,20,Hybrid,140,76.3,1.5
 Yaris,2017,12999,Automatic,8489,Petrol,30,58.0,1.3
 Yaris,2016,8699,Manual,11664,Petrol,30,58.0,1.3
 Yaris,2017,12699,Automatic,19088,Hybrid,140,76.3,1.5
 Yaris,2019,10999,Manual,16101,Petrol,145,47.9,1.5
 Yaris,2020,13999,Manual,20,Petrol,145,47.9,1.5
 Yaris,2015,6989,Manual,24000,Diesel,0,80.7,1.4
 Yaris,2018,12999,Automatic,7857,Hybrid,135,76.3,1.5
 Yaris,2017,9799,Manual,18145,Petrol,30,55.0,1.3
 Yaris,2008,1985,Automatic,124309,Petrol,150,48.7,1.3
 Yaris,2015,8950,Automatic,36524,Hybrid,0,86.0,1.5
 Yaris,2019,13999,Manual,20,Petrol,145,47.9,1.5
 Yaris,2019,13999,Manual,1115,Petrol,145,47.9,1.5
 Yaris,2019,12950,Manual,7300,Petrol,150,47.9,1.5
 Yaris,2007,3491,Manual,35930,Petrol,160,47.1,1.3
 Yaris,2017,8950,Manual,18596,Petrol,30,58.0,1.3
 Yaris,2018,25995,Manual,789,Petrol,145,37.7,1.8
 Yaris,2019,15950,Automatic,10589,Hybrid,150,43.5,1.5
 Yaris,2019,13491,Manual,3256,Petrol,145,47.9,1.5
 Yaris,2017,13499,Automatic,10922,Hybrid,0,78.0,1.5
 Yaris,2018,10950,Manual,20312,Petrol,145,47.1,1.5
 Yaris,2019,13491,Manual,1209,Petrol,145,47.9,1.5
 Yaris,2019,12491,Manual,5274,Petrol,140,47.9,1.5
 Yaris,2017,11799,Automatic,35987,Hybrid,0,78.0,1.5
 Yaris,2003,975,Manual,107000,Petrol,145,50.4,1.0
 Yaris,2008,2695,Manual,90000,Petrol,160,47.1,1.3
 Yaris,2019,10491,Manual,2512,Petrol,145,47.9,1.5
 Yaris,2015,9991,Automatic,43470,Hybrid,0,86.0,1.5
 Yaris,2018,10993,Manual,7619,Petrol,145,58.9,1.5
 Yaris,2012,7995,Automatic,18780,Petrol,30,55.4,1.3
 Yaris,2018,11295,Manual,12000,Petrol,145,56.5,1.5
 Yaris,2018,11495,Manual,7500,Petrol,145,47.1,1.5
 Yaris,2018,11995,Manual,4050,Petrol,145,47.1,1.5
 Yaris,2018,11295,Manual,9000,Petrol,145,47.1,1.5
 Yaris,2018,13495,Automatic,18324,Hybrid,135,76.3,1.5
 Yaris,2017,10995,Manual,4690,Petrol,145,56.5,1.5
 Yaris,2019,12495,Manual,1488,Petrol,145,47.9,1.5
 Yaris,2018,13995,Automatic,28293,Hybrid,135,67.3,1.5
 Yaris,2018,10995,Manual,19882,Petrol,145,47.1,1.5
 Yaris,2017,13295,Automatic,8322,Hybrid,0,86.0,1.5
 Yaris,2017,9995,Manual,19694,Petrol,145,58.9,1.5
 Yaris,2011,3500,Manual,82330,Petrol,30,54.3,1.3
 Yaris,2009,3495,Manual,61151,Petrol,30,55.4,1.3
 Yaris,2009,3495,Manual,81639,Petrol,30,55.4,1.3
 Yaris,2018,10995,Manual,8740,Petrol,145,47.1,1.5
 Yaris,2017,12995,Automatic,12640,Hybrid,0,78.0,1.5
 Yaris,2018,14795,Automatic,11245,Hybrid,140,76.3,1.5
 Yaris,2018,9950,Manual,20559,Petrol,150,58.9,1.5
 Yaris,2017,9950,Manual,7489,Petrol,145,58.9,1.5
 Yaris,2019,12491,Manual,3242,Petrol,145,47.9,1.5
 Yaris,2017,10491,Manual,11231,Petrol,30,55.0,1.3
 Yaris,2014,6775,Manual,29000,Petrol,30,58.0,1.3
 Yaris,2015,7499,Manual,21854,Petrol,30,55.0,1.3
 Yaris,2005,2699,Manual,64373,Petrol,145,50.4,1.0
 Yaris,2015,6999,Manual,40215,Petrol,30,58.0,1.3
 Yaris,2018,11990,Manual,6817,Petrol,145,56.5,1.5
 Yaris,2018,10490,Manual,4858,Petrol,145,58.9,1.5
 Yaris,2017,11495,Automatic,35995,Hybrid,0,86.0,1.5
 Yaris,2019,11990,Manual,7965,Petrol,145,47.9,1.5
 Yaris,2018,11990,Manual,11075,Petrol,150,58.9,1.5
 Yaris,2018,11795,Manual,8410,Petrol,145,58.9,1.5
 Yaris,2018,13995,Automatic,14202,Hybrid,135,76.3,1.5
 Yaris,2018,10990,Manual,10276,Petrol,145,58.9,1.5
 Yaris,2019,11491,Manual,4228,Petrol,140,47.9,1.5
 Yaris,2015,7990,Manual,30114,Petrol,30,55.0,1.3
 Yaris,2013,8995,Automatic,34989,Hybrid,0,76.3,1.5
 Yaris,2018,9495,Manual,14598,Petrol,145,56.5,1.5
 Yaris,2018,13990,Automatic,9936,Hybrid,135,76.3,1.5
 Yaris,2017,13491,Automatic,2450,Hybrid,0,86.0,1.5
 Yaris,2017,13495,Automatic,20083,Hybrid,140,67.3,1.5
 Yaris,2016,12290,Automatic,16823,Hybrid,0,78.0,1.5
 Yaris,2016,13491,Automatic,14570,Hybrid,0,78.0,1.5
 Yaris,2018,10493,Manual,13126,Petrol,145,58.9,1.5
 Yaris,2017,9993,Manual,12077,Petrol,145,58.9,1.5
 Yaris,2019,15995,Manual,784,Petrol,145,47.9,1.5
 Yaris,2017,12990,Automatic,25262,Hybrid,135,67.3,1.5
 Yaris,2006,2395,Manual,99000,Petrol,160,47.1,1.3
 Yaris,2006,2750,Automatic,94000,Petrol,145,48.7,1.3
 Yaris,2009,3750,Manual,42000,Petrol,30,55.4,1.3
 Yaris,2019,11990,Manual,4416,Petrol,145,47.9,1.5
 Yaris,2015,8799,Automatic,20399,Petrol,30,55.0,1.3
 Yaris,2013,5299,Manual,65895,Petrol,125,51.4,1.3
 Yaris,2016,7900,Manual,29328,Petrol,30,58.0,1.3
 Yaris,2017,10099,Manual,27096,Petrol,145,58.9,1.5
 Yaris,2012,4000,Manual,78500,Petrol,125,51.4,1.3
 Yaris,2019,12589,Automatic,11247,Hybrid,135,76.3,1.5
 Yaris,2017,9695,Manual,16331,Petrol,30,55.0,1.3
 Yaris,2016,9299,Manual,14007,Petrol,30,58.0,1.3
 Yaris,2017,14495,Automatic,4186,Hybrid,0,78.0,1.5
 Yaris,2017,13995,Automatic,19000,Hybrid,140,76.3,1.5
 Yaris,2017,8495,Manual,31000,Petrol,30,58.0,1.3
 Yaris,2015,7195,Manual,29000,Petrol,30,58.0,1.3
 Yaris,2019,13969,Automatic,1563,Petrol,145,47.9,1.5
 Yaris,2016,8899,Automatic,68150,Hybrid,0,86.0,1.5
 Yaris,2016,13595,Automatic,15659,Other,0,78.0,1.5
 Yaris,2007,2499,Manual,92200,Petrol,235,39.2,1.8
 Yaris,2017,13369,Automatic,12798,Hybrid,0,78.0,1.5
 Yaris,2007,2995,Manual,63400,Petrol,160,47.1,1.3
 Yaris,2019,15790,Manual,10,Petrol,145,47.9,1.5
 Yaris,2019,11490,Manual,3600,Petrol,145,47.9,1.5
 Yaris,2010,3695,Manual,73390,Petrol,30,55.4,1.0
 Yaris,2006,2795,Manual,86000,Petrol,155,47.1,1.3
 Yaris,2005,2795,Manual,48830,Petrol,145,50.4,1.3
 Yaris,2008,3495,Manual,55380,Petrol,115,52.3,1.0
 Yaris,2016,8950,Manual,9000,Petrol,30,58.0,1.3
 Yaris,2016,10250,Automatic,6000,Petrol,30,58.0,1.3
 Yaris,2016,9490,Manual,19000,Petrol,30,55.0,1.3
 Yaris,2010,4990,Manual,27000,Petrol,30,56.5,1.0
 Yaris,2017,12088,Automatic,23339,Hybrid,0,86.0,1.5
 Yaris,2013,6490,Manual,23000,Petrol,125,52.3,1.3
 Yaris,2013,9990,Automatic,27000,Hybrid,0,76.3,1.5
 Yaris,2014,9490,Automatic,28000,Hybrid,0,86.0,1.5
 Yaris,2014,9899,Automatic,29889,Hybrid,0,78.0,1.5
 Yaris,2011,3490,Manual,71000,Petrol,30,54.3,1.3
 Yaris,2014,6595,Manual,22000,Petrol,0,66.0,1.0
 Yaris,2018,11095,Manual,11700,Petrol,145,47.1,1.5
 Yaris,2016,7995,Manual,23000,Petrol,30,58.0,1.3
 Yaris,2016,12495,Automatic,11000,Hybrid,0,78.0,1.5
 Yaris,2010,2978,Manual,79000,Petrol,30,55.4,1.3
 Yaris,2016,10295,Automatic,20556,Petrol,30,58.0,1.3
 Yaris,2018,9595,Manual,33894,Petrol,145,58.9,1.5
 Yaris,2016,11995,Automatic,18255,Hybrid,0,86.0,1.5
 Yaris,2018,13495,Automatic,10386,Hybrid,135,76.3,1.5
 Yaris,2017,9795,Manual,14094,Petrol,30,58.0,1.3
 Yaris,2014,6500,Manual,25000,Petrol,30,58.9,1.0
 Yaris,2019,12995,Manual,1558,Petrol,145,47.9,1.5
 Yaris,2011,6495,Automatic,26335,Other,30,54.3,1.3
 Yaris,2013,5990,Manual,55000,Petrol,125,52.3,1.3
 Yaris,2017,12000,Automatic,12537,Petrol,150,60.1,1.5
 Yaris,2017,11000,Automatic,34129,Petrol,150,60.1,1.5
 Yaris,2017,9400,Manual,27848,Petrol,145,58.9,1.5
 Yaris,2017,12000,Automatic,26533,Hybrid,0,86.0,1.5
 Yaris,2019,13400,Manual,5153,Petrol,145,47.9,1.5
 Yaris,2016,9700,Manual,15015,Petrol,30,58.0,1.3
 Yaris,2017,10500,Manual,23273,Petrol,145,56.5,1.5
 Yaris,2017,11600,Automatic,48144,Hybrid,0,78.0,1.5
 Yaris,2017,11700,Automatic,13728,Petrol,30,55.0,1.3
 Yaris,2018,12295,Manual,7740,Petrol,145,56.5,1.5
 Yaris,2017,9795,Manual,14362,Petrol,30,58.0,1.3
 Yaris,2017,9795,Manual,23389,Petrol,145,58.9,1.5
 Yaris,2017,8980,Manual,13800,Petrol,30,58.0,1.3
 Yaris,2015,6490,Manual,41000,Petrol,0,66.0,1.0
 Yaris,2007,3190,Automatic,62000,Petrol,150,48.7,1.3
 Yaris,2016,7813,Manual,20800,Petrol,30,58.0,1.3
 Auris,2016,13295,Automatic,31453,Hybrid,0,78.5,1.8
 Auris,2017,9995,Manual,24392,Petrol,30,58.9,1.2
 Auris,2018,15250,Automatic,12548,Hybrid,135,68.8,1.8
 Auris,2014,7600,Manual,42381,Petrol,125,51.4,1.3
 Auris,2016,12990,Automatic,19022,Hybrid,0,78.5,1.8
 Auris,2016,12999,Automatic,24975,Hybrid,0,72.4,1.8
 Auris,2014,11000,Automatic,36645,Hybrid,0,72.4,1.8
 Auris,2014,11490,Automatic,35372,Hybrid,0,76.4,1.8
 Auris,2017,18995,Automatic,9635,Hybrid,0,70.6,1.8
 Auris,2015,13500,Automatic,15066,Hybrid,0,76.4,1.8
 Auris,2015,10998,Automatic,39912,Hybrid,0,76.4,1.8
 Auris,2015,12095,Automatic,28662,Hybrid,0,72.4,1.8
 Auris,2016,8290,Manual,50583,Diesel,20,67.3,1.6
 Auris,2015,12490,Automatic,34905,Hybrid,0,78.5,1.8
 Auris,2014,11995,Automatic,45560,Hybrid,0,76.4,1.8
 Auris,2018,15495,Automatic,11866,Hybrid,140,65.6,1.8
 Auris,2013,11495,Automatic,26966,Hybrid,0,72.4,1.8
 Auris,2017,16195,Automatic,19417,Hybrid,0,70.6,1.8
 Auris,2016,15495,Automatic,40294,Hybrid,0,70.6,1.8
 Auris,2018,12995,Manual,21658,Petrol,145,52.3,1.2
 Auris,2017,11695,Automatic,10106,Petrol,145,61.4,1.2
 Auris,2017,14495,Automatic,24389,Hybrid,135,78.5,1.8
 Auris,2016,13990,Automatic,30787,Hybrid,0,72.4,1.8
 Auris,2014,11495,Automatic,33401,Hybrid,0,72.4,1.8
 Auris,2015,10998,Automatic,52368,Hybrid,0,72.4,1.8
 Auris,2017,10990,Manual,25404,Petrol,125,52.3,1.2
 Auris,2017,14995,Automatic,29054,Hybrid,0,78.5,1.8
 Auris,2016,15995,Automatic,30190,Hybrid,0,70.6,1.8
 Auris,2018,11995,Manual,20508,Petrol,150,52.3,1.2
 Auris,2017,14995,Automatic,20487,Hybrid,140,78.5,1.8
 Auris,2014,6291,Manual,62000,Petrol,150,47.9,1.6
 Auris,2015,8290,Manual,24765,Petrol,30,58.9,1.2
 Auris,2017,9998,Manual,21138,Diesel,20,67.3,1.6
 Auris,2016,13490,Automatic,40724,Hybrid,0,72.4,1.8
 Auris,2015,13490,Automatic,36801,Hybrid,0,72.4,1.8
 Auris,2017,15490,Automatic,57768,Hybrid,0,78.5,1.8
 Auris,2018,15995,Automatic,6881,Hybrid,135,65.6,1.8
 Auris,2018,17195,Automatic,16113,Hybrid,135,65.6,1.8
 Auris,2014,12495,Automatic,17354,Hybrid,0,76.4,1.8
 Auris,2017,15295,Automatic,23021,Hybrid,0,72.4,1.8
 Auris,2014,12695,Automatic,11395,Hybrid,0,76.4,1.8
 Auris,2013,6095,Manual,55707,Diesel,20,67.3,1.4
 Auris,2018,17795,Automatic,25181,Hybrid,135,65.6,1.8
 Auris,2016,13495,Automatic,35417,Hybrid,0,72.4,1.8
 Auris,2015,12995,Automatic,53987,Hybrid,0,70.6,1.8
 Auris,2017,16495,Automatic,27458,Hybrid,135,65.6,1.8
 Auris,2016,9195,Manual,31601,Petrol,30,58.9,1.2
 Auris,2017,14298,Automatic,43072,Hybrid,140,78.5,1.8
 Auris,2018,11699,Manual,16951,Petrol,150,58.9,1.2
 Auris,2017,15820,Automatic,23326,Hybrid,0,70.6,1.8
 Auris,2015,11998,Automatic,60501,Hybrid,0,76.4,1.8
 Auris,2013,10495,Automatic,34671,Hybrid,0,74.3,1.8
 Auris,2016,9995,Automatic,87212,Hybrid,0,78.5,1.8
 Auris,2017,9998,Manual,26063,Petrol,30,58.9,1.2
 Auris,2014,11498,Automatic,27911,Hybrid,0,76.4,1.8
 Auris,2014,9698,Automatic,58017,Hybrid,0,74.3,1.8
 Auris,2017,15495,Automatic,15500,Hybrid,135,72.4,1.8
 Auris,2018,18495,Automatic,3363,Hybrid,135,65.6,1.8
 Auris,2016,10395,Manual,29329,Petrol,30,58.9,1.2
 Auris,2014,10991,Automatic,42988,Hybrid,0,76.4,1.8
 Auris,2015,12394,Automatic,41200,Hybrid,0,76.4,1.8
 Auris,2016,13995,Automatic,33462,Hybrid,0,72.4,1.8
 Auris,2018,16995,Automatic,12500,Hybrid,135,68.8,1.8
 Auris,2015,14995,Automatic,20487,Hybrid,0,76.4,1.8
 Auris,2015,12495,Automatic,25699,Hybrid,0,80.7,1.8
 Auris,2016,12995,Automatic,32000,Hybrid,0,78.5,1.8
 Auris,2017,14495,Automatic,17500,Hybrid,140,78.5,1.8
 Auris,2017,11500,Automatic,9275,Petrol,20,61.4,1.2
 Auris,2017,11691,Manual,8479,Petrol,125,52.3,1.2
 Auris,2015,12995,Automatic,34000,Hybrid,0,72.4,1.8
 Auris,2017,9600,Manual,41529,Petrol,30,58.9,1.2
 Auris,2015,8944,Manual,23624,Petrol,150,46.3,1.6
 Auris,2013,7209,Manual,31814,Petrol,150,47.9,1.6
 Auris,2014,12995,Automatic,30999,Hybrid,0,76.4,1.8
 Auris,2014,7210,Manual,34446,Petrol,150,47.9,1.6
 Auris,2016,13995,Automatic,36751,Hybrid,0,72.4,1.8
 Auris,2014,13995,Automatic,32286,Hybrid,0,70.6,1.8
 Auris,2014,13995,Automatic,44722,Hybrid,0,76.4,1.8
 Auris,2016,13850,Automatic,35041,Hybrid,0,78.5,1.8
 Auris,2016,8992,Manual,40323,Diesel,20,67.3,1.6
 Auris,2017,14495,Automatic,8500,Hybrid,0,78.5,1.8
 Auris,2016,8992,Manual,40323,Diesel,20,67.3,1.6
 Auris,2016,16000,Automatic,27599,Hybrid,0,70.6,1.8
 Auris,2016,16000,Automatic,26961,Hybrid,0,70.6,1.8
 Auris,2018,15450,Automatic,8690,Hybrid,135,68.8,1.8
 Auris,2016,8500,Manual,52482,Diesel,20,65.7,1.6
